iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
38,0.006354,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2688],0.002564,0.008918,1.000000,1.000000
39,0.005715,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2689],0.001640,0.007356,1.000000,1.000000
40,0.006089,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3216],0.001543,0.007632,1.000000,1.000000
41,0.005929,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2700],0.001745,0.007675,1.000000,1.000000
42,0.006015,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3207],0.001607,0.007623,1.000000,1.000000
43,0.005725,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2617],0.002378,0.008103,1.000000,1.000000
44,0.005844,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2643],0.001557,0.007401,1.000000,1.000000
45,0.006252,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2634],0.001579,0.007831,1.000000,1.000000
46,0.006111,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2636],0.001954,0.008065,1.000000,1.000000
47,0.007664,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2637],0.001774,0.009438,1.000000,1.000000
48,0.005656,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3217],0.001541,0.007197,1.000000,1.000000
49,0.005782,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3237],0.002301,0.008083,1.000000,1.000000
50,0.006000,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3241],0.001784,0.007784,1.000000,1.000000
51,0.006070,"[[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2714],0.001694,0.007764,1.000000,1.000000
52,0.005730,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3250],0.001638,0.007368,1.000000,1.000000
53,0.006043,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3256],0.001718,0.007761,1.000000,1.000000
54,0.005788,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2647],0.001727,0.007515,1.000000,1.000000
55,0.006041,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2648],0.001755,0.007796,1.000000,1.000000
56,0.005960,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2639],0.001891,0.007851,1.000000,1.000000
57,0.006094,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2638],0.001768,0.007862,1.000000,1.000000
58,0.006010,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3287],0.002017,0.008027,1.000000,1.000000
59,0.005810,"[[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[640],0.002707,0.008516,1.000000,1.000000
